id_transacao;id_colaborador;id_beneficio;valor;data;local
1110;82;2;459.85;2025-05-21;Câmara S/A
1111;87;2;22.24;2025-05-12;Viana
1112;121;1;58.77;2025-05-11;Freitas
1113;33;6;219.45;2025-05-25;Ramos
1114;6;1;310.99;2025-06-01;Sampaio
1115;178;5;90.76;2025-08-10;Gonçalves
1116;109;4;289.51;2025-05-03;Peixoto
1117;116;5;434.94;2025-05-09;Novais Rios - EI
1118;147;6;307.34;2025-05-14;Melo Aparecida e Filhos
1119;8;6;163.62;2025-03-08;Pires
1120;111;6;18.46;2025-03-17;Câmara
1121;88;4;429.48;2025-06-07;Aragão
1122;148;3;90.94;2025-05-27;Martins
1123;98;4;276.68;2025-06-06;Borges
1124;154;2;74.92;2025-08-20;Borges
1125;182;5;56.71;2025-05-29;Mendes
1126;81;3;459.44;2025-03-13;Campos Pimenta S.A.
1127;177;3;85.63;2025-08-01;Andrade Souza e Filhos
1128;42;2;483.55;2025-04-27;Gomes
1129;200;3;87.96;2025-08-16;da Cruz
1130;140;5;62.53;2025-06-17;Alves
1131;184;5;306.22;2025-06-13;Machado
1132;58;3;179.5;2025-03-18;Mendonça Pacheco Ltda.
1133;84;6;141.44;2025-03-19;Fernandes Costa Ltda.
1134;1;5;191.1;2025-03-08;Teixeira
1135;8;4;275.77;2025-08-10;Freitas - EI
1136;107;5;42.16;2025-05-16;Moura S/A
1137;29;3;460.06;2025-03-03;Barbosa Nogueira e Filhos
1138;129;1;61.06;2025-05-15;da Luz
1139;53;1;497.92;2025-05-15;Rios
1140;58;5;265.59;2025-08-25;Teixeira Ltda.
1141;163;3;393.09;2025-05-18;da Mota
1142;116;3;357.05;2025-08-22;Pinto - ME
1143;117;4;196.76;2025-05-21;Teixeira Ltda.
1144;10;1;192.02;2025-04-15;Rodrigues
1145;36;4;278.57;2025-05-14;Campos
1146;149;4;306.66;2025-07-19;Martins Teixeira S/A
1147;82;2;117.27;2025-04-07;Abreu Camargo - EI
1148;12;5;37.68;2025-06-22;Jesus
1149;130;1;280.38;2025-06-02;Caldeira
1150;77;5;351.34;2025-06-29;Moraes
1151;182;2;456.48;2025-06-17;Vieira - EI
1152;126;6;15.22;2025-06-24;Peixoto Pastor S.A.
1153;41;5;150.73;2025-04-07;Nogueira Silveira - EI
1154;18;4;460.49;2025-06-29;Pimenta
1155;118;2;171.71;2025-03-22;Abreu S.A.
1156;153;4;374.88;2025-07-11;Gomes Correia e Filhos
1157;69;3;461.61;2025-06-22;Pereira Castro - EI
1158;83;4;196.93;2025-06-13;Cirino
1159;5;6;60.06;2025-04-18;Rocha
1160;137;1;287.55;2025-04-24;Lopes
1161;182;6;395.09;2025-03-06;Cirino Ltda.
1162;10;4;311.59;2025-06-27;Cardoso e Filhos
1163;81;1;152.52;2025-06-03;da Cruz - EI
1164;79;5;455.81;2025-05-21;Almeida Costela e Filhos
1165;153;3;19.95;2025-08-31;Viana
1166;123;5;326.85;2025-07-24;Moraes - ME
1167;166;2;96.52;2025-05-13;Martins Ltda.
1168;121;4;35.76;2025-07-17;Abreu
1169;27;5;328.31;2025-04-06;Mendes S/A
1170;94;3;109.56;2025-03-27;Alves
1171;13;3;309.61;2025-06-10;Vieira
1172;186;4;112.22;2025-03-03;Cirino
1173;100;5;100.62;2025-07-20;Cirino
1174;101;2;312.56;2025-04-01;Sousa S.A.
1175;87;1;208.34;2025-03-30;Cassiano
1176;163;4;394.2;2025-08-08;Campos Siqueira Ltda.
1177;97;4;430.31;2025-07-08;Costa Nogueira S.A.
1178;177;2;216.57;2025-08-25;Jesus Câmara S.A.
1179;109;5;37.27;2025-06-24;Azevedo Pinto S/A
1180;49;5;416.43;2025-08-15;Sampaio
1181;1;3;330.63;2025-03-28;Silveira da Mata Ltda.
1182;110;3;321.94;2025-06-05;Dias
1183;6;3;202.37;2025-07-17;Aragão
1184;11;1;300.64;2025-08-22;Siqueira S.A.
1185;90;6;385.4;2025-06-10;Cavalcante da Cruz - EI
1186;194;3;111.0;2025-03-14;Garcia Porto - EI
1187;178;3;370.92;2025-04-29;Sales Rocha Ltda.
1188;119;6;303.67;2025-07-11;Sampaio
1189;112;2;137.45;2025-05-10;Lopes
1190;128;1;95.61;2025-04-28;Machado Ltda.
1191;67;3;20.55;2025-05-20;Moura
1192;93;6;381.57;2025-06-05;Caldeira
1193;155;6;493.09;2025-08-02;Pires da Paz - ME
1194;175;1;291.55;2025-07-24;Marques Abreu S.A.
1195;107;5;329.31;2025-04-15;Correia Ltda.
1196;152;4;447.33;2025-06-11;Abreu
1197;114;4;128.81;2025-08-27;Teixeira - EI
1198;151;4;352.26;2025-04-11;da Rosa
1199;143;6;50.52;2025-03-05;Ferreira S.A.
1200;162;2;192.27;2025-07-13;Carvalho
1201;4;2;489.18;2025-06-26;Teixeira S/A
1202;33;3;79.53;2025-08-20;Correia
1203;131;6;420.86;2025-05-20;Araújo S/A
1204;183;1;206.95;2025-05-04;Campos - ME
1205;119;4;183.42;2025-04-04;Farias
1206;109;2;76.91;2025-04-26;Novaes S/A
1207;7;1;50.21;2025-07-05;Fogaça
1208;3;6;355.33;2025-05-13;Alves
1209;40;5;419.1;2025-06-06;Almeida e Filhos
1210;90;6;191.33;2025-03-30;Vieira e Filhos
1211;6;2;380.64;2025-06-25;Fogaça
1212;73;2;281.04;2025-06-28;Dias
1213;67;1;257.23;2025-08-09;Rios - EI
1214;176;6;478.99;2025-07-23;Aparecida - ME
1215;186;3;240.99;2025-08-30;Melo Melo S.A.
1216;156;5;120.33;2025-07-04;Viana - ME
1217;167;5;325.51;2025-05-10;Peixoto Moura - ME
1218;26;6;444.38;2025-06-28;Albuquerque - EI
1219;149;3;435.18;2025-05-09;Garcia
1220;28;2;95.78;2025-06-17;Ribeiro - ME
1221;140;5;205.82;2025-08-25;Casa Grande
1222;141;2;181.97;2025-08-07;Carvalho
1223;100;1;178.81;2025-04-03;Nunes - ME
1224;80;3;256.21;2025-05-13;Vieira Farias S/A
1225;179;4;414.29;2025-06-10;Guerra da Rocha Ltda.
1226;31;4;284.14;2025-05-28;Correia Farias - ME
1227;163;2;472.35;2025-04-28;Nunes Nunes Ltda.
1228;101;5;104.41;2025-07-01;Barbosa S/A
1229;49;4;179.37;2025-05-03;Ramos
1230;18;5;70.74;2025-08-19;da Mata
1231;106;2;416.41;2025-08-11;Alves Lopes e Filhos
1232;175;5;489.62;2025-06-23;Porto
1233;24;6;341.59;2025-06-10;Barbosa Pereira S/A
1234;2;4;102.21;2025-07-17;da Paz S.A.
1235;39;1;173.78;2025-05-10;Machado
1236;17;2;395.65;2025-06-21;Mendes
1237;109;2;474.65;2025-03-26;Ribeiro
1238;50;3;206.88;2025-06-26;da Paz
1239;87;4;164.78;2025-07-16;da Conceição
1240;198;5;125.64;2025-03-13;Albuquerque S/A
1241;179;3;235.37;2025-04-28;Garcia
1242;184;4;218.31;2025-07-28;Vasconcelos Macedo - ME
1243;22;2;377.33;2025-06-28;Monteiro Almeida S/A
1244;172;5;349.62;2025-05-10;Novaes
1245;91;5;297.22;2025-06-18;Sales Freitas - EI
1246;112;4;236.88;2025-03-30;Marques Almeida S.A.
1247;151;2;221.52;2025-05-23;Viana
1248;193;5;311.95;2025-04-20;da Cruz Siqueira Ltda.
1249;71;6;132.02;2025-08-01;Mendes Rezende - EI
1250;69;3;50.73;2025-03-20;Câmara S/A
1251;83;4;264.86;2025-04-08;Cunha
1252;114;1;162.83;2025-03-28;Ramos Barbosa - ME
1253;176;4;428.46;2025-05-06;Melo Araújo - ME
1254;111;1;143.1;2025-04-22;da Mata
1255;6;3;393.44;2025-08-01;Melo
1256;31;2;273.3;2025-04-18;Fonseca e Filhos
1257;185;4;57.31;2025-08-10;Vargas Caldeira e Filhos
1258;109;4;369.65;2025-07-23;Porto
1259;155;5;32.66;2025-07-09;Pimenta Macedo Ltda.
1260;9;5;355.38;2025-05-20;Oliveira
1261;182;2;30.53;2025-07-11;Lima
1262;176;5;316.99;2025-03-19;Vasconcelos Correia S/A
1263;144;5;87.08;2025-03-09;Aragão e Filhos
1264;168;6;466.4;2025-08-26;Pastor
1265;56;3;347.43;2025-04-30;Freitas
1266;152;3;37.51;2025-06-21;Brito Rocha e Filhos
1267;43;3;430.08;2025-06-02;Nunes
1268;55;2;416.77;2025-08-02;Melo Ltda.
1269;80;1;334.14;2025-06-07;da Rocha
1270;72;6;148.4;2025-06-26;Ferreira e Filhos
1271;91;2;159.77;2025-03-11;da Cunha
1272;112;1;259.16;2025-06-21;Rocha
1273;181;3;178.91;2025-04-01;Siqueira
1274;97;4;125.32;2025-08-21;Sá - ME
1275;163;1;68.87;2025-07-12;Fonseca
1276;3;3;120.36;2025-05-31;Costela Câmara S.A.
1277;13;2;293.28;2025-04-08;Cunha
1278;186;5;279.43;2025-03-25;da Rocha
1279;147;2;384.95;2025-05-27;Castro Pimenta e Filhos
1280;84;3;237.59;2025-03-25;Leão e Filhos
1281;156;4;50.94;2025-08-16;Fogaça
1282;49;1;345.0;2025-05-12;da Luz
1283;51;1;181.39;2025-06-12;Rocha
1284;75;5;72.03;2025-07-09;Rios
1285;169;2;367.96;2025-04-24;Farias da Conceição S/A
1286;12;3;491.24;2025-06-30;Siqueira
1287;64;4;470.71;2025-05-02;Pires
1288;103;5;94.23;2025-08-19;Pires
1289;6;6;83.87;2025-05-01;Araújo
1290;132;6;474.97;2025-05-30;Pacheco Pinto S/A
1291;148;5;177.12;2025-04-28;Fernandes - ME
1292;185;1;47.24;2025-08-26;Sampaio
1293;163;3;187.84;2025-07-08;Mendonça S.A.
1294;184;2;323.95;2025-07-05;Sá Nunes S/A
1295;163;3;335.7;2025-07-17;Moraes
1296;9;6;470.23;2025-04-15;da Rocha
1297;141;3;330.49;2025-08-13;Cassiano - EI
1298;101;1;69.05;2025-08-18;Aragão e Filhos
1299;21;4;11.87;2025-06-27;Fogaça
1300;118;6;429.28;2025-04-12;Novais
1301;121;2;332.5;2025-07-29;Gomes - EI
1302;96;6;207.58;2025-07-17;Farias - ME
1303;193;2;49.04;2025-08-04;Costa
1304;99;5;296.04;2025-08-08;Caldeira e Filhos
1305;191;5;493.82;2025-06-14;Novaes
1306;194;5;171.3;2025-07-19;Castro - EI
1307;81;1;193.58;2025-04-14;Aragão e Filhos
1308;111;3;260.45;2025-07-26;Pinto
1309;196;4;159.66;2025-04-14;Martins
1310;194;1;407.65;2025-03-14;Pacheco
1311;44;2;319.5;2025-03-26;Câmara Ltda.
1312;177;4;287.67;2025-04-02;Fogaça S.A.
1313;12;6;106.99;2025-03-11;Vargas
1314;6;3;295.18;2025-08-11;Sousa
1315;72;5;127.59;2025-06-22;Peixoto S/A
1316;56;6;58.44;2025-08-10;Carvalho
1317;169;6;285.12;2025-08-15;Farias Porto Ltda.
1318;169;3;437.11;2025-05-12;Marques
1319;73;5;119.76;2025-07-22;Barros Aragão S.A.
1320;63;4;448.08;2025-07-25;Silva
1321;15;6;367.65;2025-06-05;Lopes
1322;145;1;336.36;2025-08-29;Mendes
1323;157;2;211.99;2025-06-01;Câmara Vargas S/A
1324;51;5;259.18;2025-07-24;das Neves Pires Ltda.
1325;93;2;402.63;2025-06-05;Novais
1326;1;1;194.19;2025-07-19;Ferreira Cavalcante e Filhos
1327;114;1;409.61;2025-08-15;Cirino
1328;186;6;169.67;2025-06-08;Pimenta
1329;176;6;309.43;2025-07-28;da Conceição
1330;98;4;94.08;2025-06-30;Oliveira
1331;137;4;309.9;2025-03-17;Novaes
1332;99;1;334.72;2025-06-20;Guerra Lima S.A.
1333;151;5;24.78;2025-03-07;Câmara
1334;122;4;217.08;2025-03-06;Andrade
1335;156;3;364.71;2025-06-07;Castro
1336;139;2;66.69;2025-03-18;Pinto S/A
1337;172;6;222.66;2025-08-27;Moreira e Filhos
1338;84;5;231.09;2025-03-24;Viana - ME
1339;18;4;240.07;2025-08-11;Aragão
1340;120;3;485.1;2025-09-01;Martins
1341;192;4;122.76;2025-05-22;Lopes - ME
1342;101;1;123.29;2025-07-20;Porto
1343;15;3;186.21;2025-04-15;Cardoso e Filhos
1344;96;2;85.42;2025-08-22;Garcia - EI
1345;16;5;481.74;2025-04-24;Cunha Novais e Filhos
1346;126;5;447.47;2025-03-26;Fogaça
1347;71;4;460.64;2025-06-09;Lima
1348;36;4;411.37;2025-03-20;Barros
1349;90;5;247.46;2025-05-26;Melo
1350;71;2;162.65;2025-07-02;Nunes Vasconcelos S/A
1351;79;1;182.65;2025-04-24;Almeida
1352;72;1;93.28;2025-08-26;Porto
1353;99;5;439.92;2025-04-29;Siqueira
1354;26;5;171.59;2025-05-24;da Rocha
1355;138;1;310.89;2025-06-18;Marques S.A.
1356;97;6;236.38;2025-04-27;Sá
1357;160;6;116.29;2025-03-28;Siqueira
1358;172;2;402.71;2025-04-11;Pereira da Rosa S.A.
1359;169;4;285.6;2025-04-30;Fogaça S/A
1360;54;3;245.83;2025-04-09;Peixoto Ltda.
1361;85;2;225.91;2025-05-09;Cardoso Costa - ME
1362;71;4;222.35;2025-08-05;Cassiano S/A
1363;128;4;26.84;2025-07-21;Brito
1364;35;2;173.91;2025-08-20;Vasconcelos
1365;12;3;372.79;2025-05-11;Cassiano S/A
1366;84;5;438.24;2025-04-27;Pacheco
1367;135;6;157.63;2025-07-20;Pacheco - EI
1368;108;2;397.16;2025-07-26;Cunha
1369;188;1;177.92;2025-08-21;Montenegro da Luz e Filhos
1370;11;3;316.94;2025-08-05;Caldeira Aparecida - EI
1371;43;3;104.15;2025-05-26;Campos - EI
1372;199;4;278.54;2025-03-16;da Paz S.A.
1373;43;6;86.8;2025-08-04;Pereira Dias - ME
1374;189;2;168.06;2025-05-28;Novaes
1375;93;4;438.58;2025-06-17;Leão
1376;123;1;208.45;2025-08-22;Vasconcelos
1377;145;2;390.84;2025-08-19;Peixoto Cavalcanti Ltda.
1378;2;3;197.32;2025-06-16;Caldeira - EI
1379;183;4;155.85;2025-08-19;Cavalcante Ltda.
1380;63;1;74.51;2025-08-16;da Cruz
1381;129;2;239.6;2025-05-22;Dias
1382;21;6;399.26;2025-05-02;Moraes
1383;109;3;116.71;2025-04-06;Costela da Mata e Filhos
1384;149;4;73.18;2025-07-18;Cirino Peixoto S.A.
1385;115;6;313.42;2025-08-07;Nogueira Guerra - ME
1386;61;1;13.85;2025-07-10;Castro
1387;3;6;344.94;2025-05-02;Moura S/A
1388;138;1;72.96;2025-04-05;Pereira
1389;159;5;279.44;2025-09-01;Rezende S/A
1390;95;5;202.58;2025-06-29;Cavalcanti Pinto Ltda.
1391;64;6;257.12;2025-04-07;Alves
1392;29;2;49.71;2025-06-15;das Neves Rodrigues - EI
1393;174;6;60.76;2025-03-26;Cardoso
1394;72;3;166.38;2025-07-04;Teixeira Ramos S.A.
1395;106;5;307.51;2025-08-24;Monteiro
1396;156;5;206.21;2025-03-26;Garcia
1397;14;1;178.53;2025-06-10;da Costa
1398;118;2;433.78;2025-03-21;da Costa S/A
1399;36;3;479.71;2025-05-19;Rezende
1400;127;6;358.48;2025-04-13;da Conceição
1401;105;3;138.76;2025-03-05;Sá Castro Ltda.
1402;73;4;340.68;2025-03-19;Albuquerque
1403;183;4;495.58;2025-07-30;Rios
1404;144;6;27.37;2025-04-30;Mendes da Rosa S.A.
1405;106;4;113.89;2025-06-20;Gomes - EI
1406;53;2;234.28;2025-08-13;Souza Jesus S/A
1407;48;5;141.95;2025-09-01;Fogaça
1408;69;4;415.15;2025-06-29;Vargas - EI
1409;2;1;203.52;2025-04-07;Peixoto S.A.
1410;51;1;362.71;2025-06-18;Duarte
1411;69;6;337.23;2025-08-14;Barros - ME
1412;173;6;104.74;2025-07-24;da Cruz Ltda.
1413;103;1;27.18;2025-05-06;Sales
1414;170;6;282.09;2025-08-24;Almeida
1415;142;1;321.21;2025-03-29;Porto
1416;186;2;298.28;2025-08-22;da Mata
1417;167;5;404.28;2025-08-25;Viana
1418;181;5;171.26;2025-03-03;Moraes Camargo e Filhos
1419;46;1;498.29;2025-07-26;Rios
1420;165;5;394.82;2025-08-27;Pimenta S.A.
1421;103;2;58.41;2025-08-12;Costa
1422;131;3;410.61;2025-08-02;Machado
1423;23;1;459.44;2025-06-28;Aparecida - EI
1424;19;3;112.57;2025-03-17;Correia Monteiro e Filhos
1425;16;3;42.93;2025-04-25;da Paz Santos S.A.
1426;3;6;377.77;2025-05-31;da Mota
1427;115;2;360.53;2025-04-14;Porto S.A.
1428;162;2;96.5;2025-06-13;Aparecida Ferreira - EI
1429;35;3;145.41;2025-05-16;da Costa e Filhos
1430;175;4;138.11;2025-07-04;Sá - ME
1431;70;6;457.06;2025-06-11;Pinto da Luz Ltda.
1432;104;3;167.94;2025-06-10;Leão S/A
1433;134;2;31.37;2025-06-28;da Cunha Ltda.
1434;145;4;489.14;2025-06-28;Moreira S.A.
1435;127;1;371.65;2025-07-07;Rodrigues
1436;100;4;115.12;2025-08-21;Borges - EI
1437;100;3;402.36;2025-07-03;Albuquerque S/A
1438;32;5;290.49;2025-07-24;Cavalcante
1439;33;5;422.5;2025-03-22;Cunha
1440;12;2;373.15;2025-07-13;Viana
1441;197;1;191.72;2025-08-19;Fonseca S.A.
1442;110;4;246.59;2025-07-20;Martins
1443;185;1;379.35;2025-04-14;Oliveira Novais e Filhos
1444;57;5;301.26;2025-03-29;Almeida - ME
1445;87;6;115.17;2025-05-01;Fernandes
1446;183;1;388.09;2025-06-23;Moreira
1447;172;5;460.04;2025-06-26;Sales
1448;164;1;138.98;2025-04-26;das Neves
1449;60;2;164.82;2025-03-16;Cunha
1450;77;5;73.25;2025-07-24;Moura
1451;12;2;225.63;2025-08-21;Lima
1452;132;4;400.28;2025-07-07;da Mota - EI
1453;51;2;39.54;2025-05-17;Ramos
1454;43;4;456.85;2025-03-23;Fernandes
1455;196;1;127.95;2025-07-03;Lopes Cardoso - ME
1456;5;5;366.75;2025-05-24;Barbosa Rocha Ltda.
1457;36;2;285.5;2025-03-05;Montenegro e Filhos
1458;128;1;61.97;2025-04-02;Siqueira
1459;92;1;186.07;2025-07-12;Rodrigues
1460;109;6;482.95;2025-04-30;Costa
1461;169;4;248.61;2025-03-05;Cardoso
1462;115;5;387.81;2025-05-30;Martins - EI
1463;6;4;21.03;2025-05-06;Siqueira
1464;158;5;221.23;2025-04-01;Mendes
1465;136;3;393.95;2025-03-04;Moraes S.A.
1466;36;6;81.84;2025-07-24;Almeida
1467;70;5;274.17;2025-04-01;Costela
1468;14;2;469.75;2025-08-05;Leão
1469;196;2;432.68;2025-07-19;Souza
1470;132;5;122.18;2025-05-13;Macedo - ME
1471;124;6;317.27;2025-04-01;Pires Montenegro S/A
1472;109;1;44.08;2025-03-22;Peixoto Cavalcanti - ME
1473;15;3;21.15;2025-08-22;da Luz e Filhos
1474;72;5;146.46;2025-07-08;Viana
1475;182;1;363.71;2025-05-15;da Costa Ltda.
1476;147;4;347.03;2025-07-16;Pereira
1477;157;5;190.16;2025-08-05;Ferreira
1478;10;2;279.55;2025-04-09;Machado
1479;27;6;274.73;2025-07-15;Mendonça
1480;48;6;283.52;2025-07-16;Pires
1481;68;3;167.51;2025-05-04;Monteiro
1482;110;5;317.12;2025-03-04;Peixoto
1483;75;5;482.26;2025-05-24;Santos - EI
1484;39;1;95.35;2025-07-09;Albuquerque S/A
1485;46;1;367.29;2025-06-09;Aragão Nunes e Filhos
1486;15;1;414.29;2025-06-16;da Costa Peixoto - ME
1487;42;1;19.7;2025-04-06;Pastor S.A.
1488;127;1;320.03;2025-08-14;Cunha Farias S/A
1489;10;5;82.7;2025-03-18;Leão Ribeiro e Filhos
1490;179;2;375.56;2025-04-17;Cavalcante Machado - EI
1491;179;1;154.62;2025-03-16;Rezende
1492;163;6;438.0;2025-03-15;da Paz - ME
1493;128;4;338.31;2025-07-27;Dias S/A
1494;151;3;34.06;2025-06-26;Siqueira Rezende S/A
1495;162;5;30.07;2025-04-18;Costa
1496;5;2;160.6;2025-07-14;Jesus Sampaio S/A
1497;125;5;357.71;2025-04-22;Nascimento Lima e Filhos
1498;72;1;249.13;2025-05-17;Pacheco
1499;11;3;477.74;2025-07-07;Guerra Viana e Filhos
1500;120;3;230.76;2025-03-23;Cardoso Ltda.
1501;151;2;342.14;2025-03-07;Nascimento Aparecida Ltda.
1502;71;6;32.9;2025-06-19;Albuquerque
1503;10;5;252.53;2025-07-09;Santos
1504;2;3;170.36;2025-03-11;Novais
1505;171;5;233.05;2025-03-16;Brito
1506;100;2;263.86;2025-04-27;Carvalho
1507;152;6;404.91;2025-08-11;Vargas Jesus - ME
1508;188;4;265.74;2025-06-15;Campos
1509;96;5;341.81;2025-03-31;Caldeira
1510;26;2;400.83;2025-03-17;Abreu S/A
1511;36;4;21.2;2025-07-24;Cardoso
1512;133;2;41.51;2025-05-18;Viana Ltda.
1513;198;2;482.14;2025-04-29;Pinto Ltda.
1514;65;5;342.66;2025-04-24;Martins
1515;127;5;341.17;2025-05-11;Borges Rocha - EI
1516;178;1;364.33;2025-08-25;Pastor das Neves S.A.
1517;188;4;11.33;2025-07-18;Guerra S.A.
1518;188;3;459.58;2025-08-18;Duarte S/A
1519;35;5;59.66;2025-05-01;Pereira Monteiro e Filhos
1520;67;4;320.85;2025-08-03;da Mota Ltda.
1521;151;4;210.08;2025-05-03;Monteiro
1522;192;4;161.4;2025-06-22;Caldeira e Filhos
1523;71;3;46.31;2025-03-27;Novais S/A
1524;16;1;146.0;2025-03-20;Mendonça - EI
1525;145;5;136.01;2025-08-29;da Paz
1526;144;5;21.4;2025-05-07;Albuquerque
1527;39;5;450.32;2025-03-21;Sampaio - EI
1528;27;2;314.7;2025-05-10;Pastor
1529;154;1;384.11;2025-04-20;Sá - EI
1530;160;6;459.82;2025-07-14;Novais
1531;91;2;234.43;2025-08-18;Costa
1532;175;4;211.55;2025-06-01;Mendes
1533;132;1;224.29;2025-03-17;Abreu S/A
1534;50;2;442.52;2025-06-30;da Costa Pacheco - EI
1535;50;5;373.44;2025-06-15;da Paz S.A.
1536;54;3;299.85;2025-05-11;da Cruz
1537;102;4;371.28;2025-03-15;Nascimento Vasconcelos - ME
1538;41;4;466.28;2025-08-11;Oliveira - EI
1539;195;4;89.18;2025-04-30;Barros Sampaio - EI
1540;51;1;236.99;2025-05-24;Borges Costa S/A
1541;51;2;188.04;2025-06-27;Porto Nunes - EI
1542;116;3;53.66;2025-04-20;Fogaça - EI
1543;34;6;189.16;2025-04-07;Sampaio Silva e Filhos
1544;43;6;307.98;2025-06-01;Sousa da Mata Ltda.
1545;4;1;330.39;2025-05-19;da Paz Ltda.
1546;19;4;56.28;2025-07-10;Costa
1547;178;3;68.39;2025-04-29;Correia da Costa S/A
1548;36;6;307.57;2025-05-03;Rezende
1549;70;3;126.18;2025-07-30;da Luz e Filhos
1550;6;6;397.8;2025-06-07;Fernandes
1551;40;5;76.95;2025-06-02;Mendonça
1552;12;3;448.48;2025-08-29;Ferreira S/A
1553;194;5;52.93;2025-04-03;Gomes - ME
1554;192;6;220.33;2025-04-21;Ramos S.A.
1555;108;4;266.78;2025-08-21;Barbosa Ramos e Filhos
1556;40;1;428.29;2025-05-12;Vargas Carvalho Ltda.
1557;130;4;497.18;2025-06-02;Silveira
1558;124;3;16.05;2025-03-25;da Paz
1559;123;4;156.41;2025-07-07;Garcia
1560;20;3;386.56;2025-05-16;Castro Jesus - EI
1561;66;6;95.38;2025-08-20;da Rocha
1562;169;3;189.53;2025-08-26;Nogueira
1563;111;6;473.24;2025-04-24;Cirino - ME
1564;166;5;391.96;2025-05-15;Nunes Garcia S.A.
1565;50;1;110.03;2025-04-08;Brito
1566;135;6;359.75;2025-06-15;Cirino
1567;140;4;475.43;2025-03-26;Nascimento
1568;92;4;262.82;2025-05-17;Alves
1569;133;4;253.36;2025-05-02;Oliveira Pastor Ltda.
1570;5;4;52.82;2025-07-01;Borges
1571;64;6;488.53;2025-06-02;Castro
1572;70;6;183.51;2025-08-09;Montenegro S.A.
1573;188;6;263.0;2025-08-20;Costa
1574;49;4;42.78;2025-04-26;Cirino
1575;119;4;301.12;2025-05-03;Ramos
1576;183;3;175.02;2025-08-21;Nogueira
1577;119;5;300.86;2025-03-25;Lopes
1578;97;5;123.64;2025-04-09;Rios Freitas - EI
1579;189;2;497.68;2025-06-19;Nogueira Ltda.
1580;2;6;151.06;2025-06-01;Lima Cunha S.A.
1581;170;2;84.8;2025-03-22;Rocha
1582;81;3;63.04;2025-05-11;Cirino da Cruz - ME
1583;192;2;86.86;2025-03-22;Silva Aragão S/A
1584;37;6;414.19;2025-06-23;Camargo
1585;30;2;447.17;2025-04-18;da Rosa - ME
1586;40;2;442.58;2025-08-24;da Conceição e Filhos
1587;102;6;404.72;2025-03-08;da Conceição
1588;170;1;139.04;2025-05-11;Aparecida Vargas - EI
1589;173;1;330.65;2025-03-30;Leão
1590;186;1;104.65;2025-03-11;Azevedo Gonçalves - ME
1591;95;1;277.32;2025-07-15;da Costa
1592;148;3;488.08;2025-06-21;Câmara - ME
1593;185;5;246.84;2025-05-22;Cavalcante S.A.
1594;149;6;155.79;2025-08-27;Barros - ME
1595;104;2;430.72;2025-06-10;Borges S.A.
1596;111;1;161.09;2025-05-30;Dias S.A.
1597;102;5;52.89;2025-06-04;Rezende
1598;27;2;208.4;2025-06-26;Pacheco
1599;192;5;264.01;2025-04-18;Gonçalves Rocha e Filhos
1600;105;2;393.89;2025-03-15;Fonseca - EI
1601;172;6;344.38;2025-05-16;Sá Pastor - ME
1602;35;1;359.21;2025-03-31;Pastor S/A
1603;89;1;457.25;2025-05-18;Cavalcante Pinto - EI
1604;197;4;223.28;2025-05-15;da Mata S.A.
1605;19;6;128.75;2025-05-27;Cardoso - ME
1606;108;6;213.11;2025-04-10;Pires S/A
1607;161;1;228.74;2025-07-31;Caldeira
1608;87;3;427.58;2025-05-25;Viana
1609;132;4;375.54;2025-03-20;Silva S.A.
1610;156;4;371.46;2025-03-14;Ribeiro Pastor - ME
1611;20;6;422.61;2025-08-21;Sá Machado - ME
1612;41;3;269.94;2025-05-09;Montenegro S/A
1613;69;5;174.77;2025-03-15;Freitas
1614;65;3;199.13;2025-04-03;Ribeiro Abreu Ltda.
1615;25;2;428.07;2025-03-19;da Luz
1616;167;5;152.26;2025-07-18;Campos - ME
1617;40;2;349.39;2025-07-30;Aparecida
1618;106;1;92.96;2025-03-28;Abreu
1619;196;1;296.15;2025-07-12;Fonseca
1620;18;1;231.97;2025-05-16;Nogueira
1621;92;5;199.13;2025-05-22;Santos Martins S/A
1622;11;5;432.82;2025-05-17;Ramos Sá - EI
1623;113;3;273.02;2025-04-20;Aparecida - EI
1624;63;3;140.36;2025-06-01;Fonseca
1625;63;3;378.81;2025-03-16;Souza S.A.
1626;88;5;101.15;2025-07-10;Vieira
1627;60;3;106.34;2025-07-20;Santos - EI
1628;83;3;153.33;2025-04-27;Pereira - EI
1629;7;6;185.09;2025-04-29;Lima S.A.
1630;50;3;474.6;2025-08-08;Fernandes S.A.
1631;100;4;297.64;2025-04-20;Novaes Porto Ltda.
1632;1;4;335.46;2025-07-03;Pinto
1633;181;6;301.26;2025-03-26;Pacheco Fonseca e Filhos
1634;9;4;208.51;2025-07-21;Vasconcelos e Filhos
1635;26;6;479.86;2025-07-22;da Cunha
1636;99;4;95.54;2025-04-30;Sousa
1637;143;2;424.67;2025-06-10;da Mota
1638;195;6;382.67;2025-06-03;Fernandes Pereira - EI
1639;87;1;10.37;2025-08-05;Moraes
1640;183;2;294.44;2025-07-07;Castro e Filhos
1641;52;5;294.25;2025-08-07;Monteiro
1642;117;3;158.01;2025-04-20;Andrade
1643;83;6;390.55;2025-05-11;Correia
1644;169;1;216.14;2025-07-05;Borges
1645;19;5;488.8;2025-06-04;das Neves Gonçalves - ME
